date,feature_index,band_unnamed
2024-11-04T00:00:00.000Z,19,0.40385684045883147
2024-11-04T00:00:00.000Z,7,0.4070860931144451
2024-11-04T00:00:00.000Z,20,0.39032531769774903
2024-11-04T00:00:00.000Z,22,0.11711428891992322
2024-11-04T00:00:00.000Z,21,0.02972276426232246
2024-11-04T00:00:00.000Z,23,0.13416514443803737
2024-11-04T00:00:00.000Z,1,0.13491470162947064
2024-11-09T00:00:00.000Z,18,0.035963428899293465
2024-11-09T00:00:00.000Z,20,0.07457792748658894
2024-11-14T00:00:00.000Z,14,0.02119725967204489
2024-11-19T00:00:00.000Z,20,0.022668256351943715
2024-11-19T00:00:00.000Z,14,0.019593019821558564
2024-11-19T00:00:00.000Z,15,0.027684499467527678
2024-11-16T00:00:00.000Z,15,0.037266143399414
2024-11-14T00:00:00.000Z,15,0.017734385575341627
2024-11-14T00:00:00.000Z,20,0.0023637637964394457
2024-12-01T00:00:00.000Z,19,0.06763543219148706
2024-12-06T00:00:00.000Z,19,0.028643509145756266
2024-11-29T00:00:00.000Z,10,0.3928539744910345
2024-11-29T00:00:00.000Z,19,0.6026022398799342
2024-12-01T00:00:00.000Z,10,0.0029384720007617983
2024-12-06T00:00:00.000Z,10,0.034457639459794506
2024-11-11T00:00:00.000Z,15,0.02014335917201557
2024-11-06T00:00:00.000Z,15,0.003914801572692424
2024-11-11T00:00:00.000Z,20,0.006479364755798063
2024-11-09T00:00:00.000Z,7,0.19532596050939
2024-11-06T00:00:00.000Z,7,-0.007068015610824011
2024-11-09T00:00:00.000Z,15,0.10905365640076176
2024-11-11T00:00:00.000Z,7,0.006575578673247462
2024-11-06T00:00:00.000Z,20,0.002041703228638885
2024-11-09T00:00:00.000Z,8,6.904163658339317E-4
2024-11-11T00:00:00.000Z,8,0.007097440353324781
2024-11-06T00:00:00.000Z,8,-0.004141104746822687
2024-11-11T00:00:00.000Z,6,-3.0317076814243563E-4
2024-11-09T00:00:00.000Z,6,0.20996683649953768
2024-11-06T00:00:00.000Z,6,-0.013680657253544113
2025-01-03T00:00:00.000Z,19,0.11557276383789145
2024-12-31T00:00:00.000Z,20,0.02922685860663803
2025-01-05T00:00:00.000Z,19,0.0030145039124370426
2025-01-05T00:00:00.000Z,20,0.011130722458710874
2025-01-03T00:00:00.000Z,20,0.3428082499878643
2024-12-31T00:00:00.000Z,19,0.06208722096475447
2024-12-26T00:00:00.000Z,19,0.5978139810804515
2024-12-24T00:00:00.000Z,19,0.2037238792421492
2024-12-29T00:00:00.000Z,19,0.023960134135702613
2024-12-14T00:00:00.000Z,7,0.2567698746380181
2024-12-09T00:00:00.000Z,19,0.01429404582170416
2024-12-11T00:00:00.000Z,7,0.00731487151731439
2024-12-14T00:00:00.000Z,19,0.18866482934781695
2024-12-09T00:00:00.000Z,7,0.01289471380342375
2024-12-11T00:00:00.000Z,19,0.015807202879122417
2024-11-09T00:00:00.000Z,16,0.322080434553472
2024-11-09T00:00:00.000Z,14,-0.004452977174576248
2024-11-19T00:00:00.000Z,13,0.011530228968246752
2024-11-14T00:00:00.000Z,16,0.030348688262464812
2024-11-14T00:00:00.000Z,28,0.08566950177345621
2024-11-19T00:00:00.000Z,28,0.02878133829730127
2024-11-14T00:00:00.000Z,13,0.03045493095367436
2024-11-19T00:00:00.000Z,16,0.012786001526257628
2024-11-29T00:00:00.000Z,28,0.5566835859781621
2024-11-29T00:00:00.000Z,16,0.6533658967165785
2024-11-24T00:00:00.000Z,13,0.1657630556155021
2024-11-24T00:00:00.000Z,16,0.16163724157755147
2024-11-24T00:00:00.000Z,28,0.3476013555881252
2024-11-24T00:00:00.000Z,24,0.21492511910707723
2024-12-19T00:00:00.000Z,14,0.06907638833597947
2024-12-21T00:00:00.000Z,23,0.07855364899419177
2024-12-19T00:00:00.000Z,16,0.015116490465758158
2024-12-16T00:00:00.000Z,15,0.09279358341896658
2024-12-21T00:00:00.000Z,14,0.07934988167610924
2024-12-19T00:00:00.000Z,23,0.021892072424241533
2024-12-21T00:00:00.000Z,15,0.03217575587959628
2024-12-16T00:00:00.000Z,23,0.2251497531333479
2024-12-19T00:00:00.000Z,15,0.04323925265273694
2024-12-16T00:00:00.000Z,14,0.006186253484400149
2024-12-09T00:00:00.000Z,28,0.010114179436366779
2024-12-14T00:00:00.000Z,28,0.033533065805402426
2024-11-16T00:00:00.000Z,23,0.20404484908687454
2024-11-16T00:00:00.000Z,21,0.12351342547844503
2024-11-14T00:00:00.000Z,23,0.023476518940982856
2024-11-19T00:00:00.000Z,23,0.0380655588638403
2024-11-19T00:00:00.000Z,21,0.040246398848412565
2024-11-14T00:00:00.000Z,21,0.025026436387307966
2024-11-11T00:00:00.000Z,5,0.02354760306902043
2024-11-09T00:00:00.000Z,2,0.5247540118715099
2024-11-09T00:00:00.000Z,5,0.5659759650584152
2024-11-11T00:00:00.000Z,12,0.0280423438787089
2024-11-06T00:00:00.000Z,5,0.041966032389598514
2024-11-09T00:00:00.000Z,12,0.4771540863867872
2024-11-06T00:00:00.000Z,12,0.0651652133376799
2024-11-11T00:00:00.000Z,3,0.08449242626283265
2024-11-06T00:00:00.000Z,3,0.21834129987051182
2024-11-06T00:00:00.000Z,2,0.20504081697221693
2024-11-09T00:00:00.000Z,3,0.46753547148932223
2024-11-11T00:00:00.000Z,2,0.15181298943049928
2024-11-29T00:00:00.000Z,36,0.6087746368369854
2024-12-01T00:00:00.000Z,35,0.4078607555981466
2024-12-06T00:00:00.000Z,2,0.011475576037911515
2024-11-29T00:00:00.000Z,35,0.23438323434757857
2024-11-29T00:00:00.000Z,2,0.5714188673925638
2024-12-06T00:00:00.000Z,35,0.09858323527262444
2024-12-06T00:00:00.000Z,1,0.07910909399155443
2024-12-06T00:00:00.000Z,22,0.08158589761132884
2024-12-06T00:00:00.000Z,36,0.05992095624109216
2024-11-29T00:00:00.000Z,1,0.6122979885010393
2024-11-29T00:00:00.000Z,22,0.7587594327575559
2024-12-01T00:00:00.000Z,2,0.6120712190654684
2024-12-01T00:00:00.000Z,36,0.5898382146528679
2024-12-01T00:00:00.000Z,1,0.5782805095634573
2024-12-01T00:00:00.000Z,22,0.7635921510629912
2024-11-24T00:00:00.000Z,35,0.23788150164960561
2024-11-24T00:00:00.000Z,36,0.23800606814143252
2024-11-21T00:00:00.000Z,35,0.11992200985890683
2024-11-24T00:00:00.000Z,37,0.24792745295702814
2024-11-21T00:00:00.000Z,37,0.05948069697677967
2024-11-26T00:00:00.000Z,37,0.19471635741647844
2024-11-21T00:00:00.000Z,36,0.1168495053496562
2024-11-26T00:00:00.000Z,36,0.12375947650092492
2024-11-26T00:00:00.000Z,35,0.21765212692986238
2024-12-31T00:00:00.000Z,2,0.4589389214664464
2025-01-05T00:00:00.000Z,1,0.020723048560921366
2025-01-03T00:00:00.000Z,4,0.24088686046604452
2025-01-03T00:00:00.000Z,23,0.10452889887834234
2024-12-31T00:00:00.000Z,22,0.6867854920233784
2024-12-31T00:00:00.000Z,23,0.19678220236344432
2025-01-05T00:00:00.000Z,22,0.016012165607811747
2025-01-03T00:00:00.000Z,1,0.03660162409277653
2025-01-03T00:00:00.000Z,2,0.0452178849470689
2025-01-03T00:00:00.000Z,0,0.14031170811013693
2025-01-05T00:00:00.000Z,2,0.017247086950729042
2024-12-31T00:00:00.000Z,0,0.43175851632108814
2024-12-31T00:00:00.000Z,1,0.5167746165519357
2025-01-05T00:00:00.000Z,0,0.02500920441098347
2024-12-31T00:00:00.000Z,4,0.2555418695764987
2025-01-03T00:00:00.000Z,22,0.0616624324882832
2025-01-05T00:00:00.000Z,23,0.016785096236844693
2025-01-05T00:00:00.000Z,4,0.013064614341806306
2024-12-11T00:00:00.000Z,36,0.03392764160460909
2024-12-09T00:00:00.000Z,22,0.0023506435822688264
2024-12-14T00:00:00.000Z,36,0.32495609724698854
2024-12-09T00:00:00.000Z,1,0.003929268791082227
2024-12-11T00:00:00.000Z,22,0.0029384278981242472
2024-12-09T00:00:00.000Z,24,0.004766599944469587
2024-12-14T00:00:00.000Z,24,0.1471911748555096
