date,feature_index,temperature-mean,precipitation-flux,solar-radiation-flux
2019-02-12T00:00:00.000Z,5,27424.18181818182,113.0,5515428.090909091
2019-02-12T00:00:00.000Z,22,27311.0,52.72727272727273,6108486.636363637
2019-02-11T00:00:00.000Z,28,27550.869565217392,331.9130434782609,6676105.652173913
2019-02-09T00:00:00.000Z,35,27831.8,34.06666666666667,7649020.8
2019-02-10T00:00:00.000Z,20,27985.25,811.5,1708022.0
2019-02-10T00:00:00.000Z,26,27860.125,1028.8125,3730865.125
2019-02-12T00:00:00.000Z,2,27395.8,132.8,5763233.0
2019-02-09T00:00:00.000Z,36,27945.625,64.5,7431218.5
2019-02-11T00:00:00.000Z,29,27383.333333333332,362.6666666666667,7728101.555555556
2019-02-12T00:00:00.000Z,12,27378.526315789473,117.36842105263158,5361098.315789473
2019-02-12T00:00:00.000Z,13,27408.0,43.0,6100950.5
2019-02-12T00:00:00.000Z,21,27483.0,32.0,5982344.0
2019-02-09T00:00:00.000Z,19,27859.214285714286,279.14285714285717,4840926.857142857
2019-02-11T00:00:00.000Z,3,27483.875,452.75,6398236.875
2019-02-11T00:00:00.000Z,33,27477.777777777777,634.4444444444445,6769526.222222222
2019-02-10T00:00:00.000Z,30,27708.81818181818,1287.1818181818182,4562434.7272727275
2019-02-10T00:00:00.000Z,1,27936.0,788.5,3274458.875
2019-02-10T00:00:00.000Z,28,28001.782608695652,1147.2173913043478,2704736.434782609
2019-02-11T00:00:00.000Z,30,27311.727272727272,520.0,7917862.545454546
2019-02-12T00:00:00.000Z,42,27201.8,289.5,6017998.7
2019-02-11T00:00:00.000Z,15,27705.785714285714,255.71428571428572,6557913.642857143
2019-02-12T00:00:00.000Z,4,27500.375,66.0,5638644.0
2019-02-10T00:00:00.000Z,21,28021.0,826.0,2580550.0
2019-02-09T00:00:00.000Z,15,28072.428571428572,195.85714285714286,5686370.214285715
2019-02-12T00:00:00.000Z,39,27256.555555555555,123.88888888888889,5693684.277777778
2019-02-09T00:00:00.000Z,39,27800.777777777777,26.88888888888889,7289649.611111111
2019-02-09T00:00:00.000Z,32,27780.545454545456,84.81818181818181,7278298.636363637
2019-02-11T00:00:00.000Z,34,27376.0,683.0,7411867.714285715
2019-02-12T00:00:00.000Z,27,27380.88888888889,108.88888888888889,6547197.111111111
2019-02-10T00:00:00.000Z,13,27985.5,1044.5,2358821.0
2019-02-09T00:00:00.000Z,18,28049.0,233.0,4947754.0
2019-02-11T00:00:00.000Z,25,27585.666666666668,526.3333333333334,6739086.666666667
2019-02-10T00:00:00.000Z,8,27917.666666666668,699.0,2408728.777777778
2019-02-09T00:00:00.000Z,0,28012.0,82.33333333333333,6759860.0
2019-02-11T00:00:00.000Z,7,27636.70588235294,431.1764705882353,6253145.882352941
