date,feature_index,temperature-mean,precipitation-flux,solar-radiation-flux
2024-01-26T00:00:00.000Z,39,27834.61111111111,393.94444444444446,2596492.888888889
2024-01-28T00:00:00.000Z,12,27433.105263157893,0.0,6938210.052631579
2024-01-29T00:00:00.000Z,4,27623.875,1.5,6386183.5
2024-01-28T00:00:00.000Z,25,27560.333333333332,0.0,7428998.666666667
2024-01-29T00:00:00.000Z,20,27589.875,0.0,5654941.3125
2024-01-27T00:00:00.000Z,11,27294.0,0.0,7044061.571428572
2024-01-29T00:00:00.000Z,38,27465.0,0.0,7103960.0
2024-01-27T00:00:00.000Z,0,27431.0,0.0,7011561.333333333
2024-01-27T00:00:00.000Z,31,27283.555555555555,0.0,7519398.666666667
2024-01-29T00:00:00.000Z,0,27597.0,1.0,6524748.666666667
2024-01-28T00:00:00.000Z,39,27323.166666666668,0.0,7300724.444444444
2024-01-26T00:00:00.000Z,20,27962.0,705.6875,920465.0625
2024-01-28T00:00:00.000Z,32,27350.636363636364,0.0,7522056.636363637
2024-01-27T00:00:00.000Z,33,27529.333333333332,0.3333333333333333,6991962.888888889
2024-01-26T00:00:00.000Z,33,27970.88888888889,430.44444444444446,1733179.0
2024-01-29T00:00:00.000Z,18,27552.0,0.0,5553394.0
2024-01-27T00:00:00.000Z,20,27460.3125,0.0,6666518.625
2024-01-29T00:00:00.000Z,42,27487.8,0.0,7318890.85
2024-01-26T00:00:00.000Z,0,27972.333333333332,514.3333333333334,1775942.3333333333
2024-01-29T00:00:00.000Z,16,27772.0,0.0,6311708.666666667
2024-01-27T00:00:00.000Z,14,27522.333333333332,0.0,6725940.0
2024-01-26T00:00:00.000Z,30,27803.090909090908,474.09090909090907,1977708.0909090908
2024-01-29T00:00:00.000Z,37,27599.1,0.6,7023216.8
2024-01-28T00:00:00.000Z,30,27461.272727272728,0.0,7538749.7272727275
2024-01-29T00:00:00.000Z,2,27626.0,0.0,6755518.2
2024-01-27T00:00:00.000Z,19,27391.428571428572,0.0,6646886.357142857
2024-01-28T00:00:00.000Z,1,27470.0,0.0,7095087.75
2024-01-27T00:00:00.000Z,37,27344.4,0.0,7462983.3
2024-01-26T00:00:00.000Z,18,28002.0,444.0,876213.0
2024-01-29T00:00:00.000Z,13,27780.5,0.0,6274994.0
2024-01-29T00:00:00.000Z,32,27544.545454545456,0.0,7297212.2727272725
2024-01-26T00:00:00.000Z,34,27883.571428571428,448.2857142857143,2095189.5714285714
2024-01-28T00:00:00.000Z,14,27557.333333333332,0.0,6810140.666666667
2024-01-26T00:00:00.000Z,12,27881.894736842107,496.6842105263158,2122363.4210526315
2024-01-28T00:00:00.000Z,4,27551.5,0.0,6985288.0
2024-01-26T00:00:00.000Z,22,27853.636363636364,623.3636363636364,1629639.0909090908
2024-01-29T00:00:00.000Z,24,27707.0,0.0,6602603.111111111
2024-01-26T00:00:00.000Z,40,27823.555555555555,438.1111111111111,2778640.4444444445
2024-01-26T00:00:00.000Z,9,27881.823529411766,557.8823529411765,1665660.6470588236
2024-01-27T00:00:00.000Z,8,27389.777777777777,0.0,6685200.444444444
2024-01-29T00:00:00.000Z,21,27738.0,2.0,6266950.0
2024-01-29T00:00:00.000Z,33,27705.88888888889,0.0,6966993.666666667
2024-01-27T00:00:00.000Z,35,27333.133333333335,0.0,7336095.066666666
2024-01-27T00:00:00.000Z,3,27403.0,0.0,7089892.375
2024-01-26T00:00:00.000Z,1,27918.375,492.625,1802458.625
2024-01-29T00:00:00.000Z,17,27628.0,0.0,5545191.0
2024-01-29T00:00:00.000Z,23,27706.833333333332,2.3333333333333335,6284530.666666667
2024-01-28T00:00:00.000Z,19,27491.928571428572,0.0,6727889.785714285
2024-01-26T00:00:00.000Z,4,28006.625,559.5,1525632.375
2024-01-27T00:00:00.000Z,13,27431.5,0.0,6954436.5
2024-01-26T00:00:00.000Z,31,27802.444444444445,332.8888888888889,2345563.222222222
2024-01-29T00:00:00.000Z,22,27715.363636363636,2.1818181818181817,6516939.2727272725
2024-01-26T00:00:00.000Z,29,27856.11111111111,465.22222222222223,1858676.3333333333
2024-01-27T00:00:00.000Z,10,27395.9375,0.0,6547854.125
2024-01-28T00:00:00.000Z,13,27484.0,0.0,7019673.0
2024-01-27T00:00:00.000Z,38,27291.0,0.0,7155776.0
