date,feature_index,temperature-mean,precipitation-flux,solar-radiation-flux
2016-05-05T00:00:00.000Z,9,28429.470588235294,0.0,2.2112150352941178E7
2016-05-06T00:00:00.000Z,23,28859.333333333332,0.0,2.5573705666666668E7
2016-05-03T00:00:00.000Z,28,28150.260869565216,592.9130434782609,1.5655227826086957E7
2016-05-04T00:00:00.000Z,26,28067.9375,32.9375,2.2666581375E7
2016-05-06T00:00:00.000Z,5,28784.0,0.0,2.583702309090909E7
2016-05-05T00:00:00.000Z,3,28377.5,0.0,2.49404055E7
2016-05-03T00:00:00.000Z,32,28109.454545454544,594.5454545454545,1.7952028363636363E7
2016-05-03T00:00:00.000Z,13,28151.0,623.5,1.56036175E7
2016-05-03T00:00:00.000Z,37,27986.4,414.3,1.67266228E7
2016-05-03T00:00:00.000Z,41,28181.88888888889,842.6666666666666,1.8110809555555556E7
2016-05-05T00:00:00.000Z,38,28316.0,0.0,2.4300028E7
2016-05-05T00:00:00.000Z,19,28493.071428571428,0.0,2.254832685714286E7
2016-05-04T00:00:00.000Z,31,27989.777777777777,20.0,2.1731912222222224E7
2016-05-05T00:00:00.000Z,11,28320.428571428572,0.0,2.310559657142857E7
2016-05-04T00:00:00.000Z,9,28130.117647058825,0.5882352941176471,2.4758547647058822E7
2016-05-06T00:00:00.000Z,41,28673.444444444445,0.0,2.6117427555555556E7
2016-05-06T00:00:00.000Z,9,28782.058823529413,0.0,2.584749329411765E7
2016-05-06T00:00:00.000Z,25,28810.0,0.6666666666666666,2.5355781333333332E7
2016-05-04T00:00:00.000Z,25,28257.333333333332,8.0,2.2747086666666668E7
2016-05-04T00:00:00.000Z,37,28005.1,17.8,2.1655892E7
2016-05-03T00:00:00.000Z,42,28057.15,1012.45,1.78718787E7
2016-05-04T00:00:00.000Z,39,28059.666666666668,26.166666666666668,2.3675897555555556E7
2016-05-05T00:00:00.000Z,10,28481.8125,0.0,2.0956088625E7
2016-05-06T00:00:00.000Z,11,28671.571428571428,0.0,2.5894654285714287E7
2016-05-04T00:00:00.000Z,7,28266.41176470588,1.7647058823529411,2.363012023529412E7
2016-05-04T00:00:00.000Z,40,28040.722222222223,47.55555555555556,2.3123310111111112E7
2016-05-06T00:00:00.000Z,28,28808.0,0.043478260869565216,2.551422104347826E7
2016-05-03T00:00:00.000Z,40,28091.277777777777,444.22222222222223,1.7826106666666668E7
2016-05-03T00:00:00.000Z,8,28233.333333333332,187.77777777777777,1.6701724555555556E7
2016-05-05T00:00:00.000Z,42,28242.95,0.0,2.67628037E7
2016-05-05T00:00:00.000Z,4,28537.375,0.0,2.493743225E7
2016-05-05T00:00:00.000Z,13,28492.0,0.0,2.5858191E7
2016-05-03T00:00:00.000Z,25,28205.666666666668,517.3333333333334,1.5993117E7
2016-05-03T00:00:00.000Z,29,27999.0,545.3333333333334,1.669356E7
2016-05-06T00:00:00.000Z,1,28755.0,0.0,2.561030125E7
2016-05-05T00:00:00.000Z,23,28509.5,0.0,2.5380696666666668E7
2016-05-03T00:00:00.000Z,11,28193.85714285714,179.14285714285714,1.8003060285714287E7
2016-05-04T00:00:00.000Z,5,28179.727272727272,4.363636363636363,2.3848248545454547E7
2016-05-06T00:00:00.000Z,34,28623.571428571428,0.0,2.610114114285714E7
2016-05-03T00:00:00.000Z,16,28165.333333333332,606.8888888888889,1.5577661222222222E7
2016-05-03T00:00:00.000Z,21,28194.0,677.0,1.5830959E7
2016-05-04T00:00:00.000Z,43,28014.0,52.84615384615385,2.224348153846154E7
2016-05-05T00:00:00.000Z,5,28476.090909090908,0.0,2.4279884363636363E7
2016-05-06T00:00:00.000Z,15,28924.64285714286,0.0,2.529075657142857E7
2016-05-06T00:00:00.000Z,10,28841.375,0.0,2.5470132375E7
2016-05-05T00:00:00.000Z,34,28316.35714285714,0.0,2.687687942857143E7
2016-05-06T00:00:00.000Z,19,28841.428571428572,0.7857142857142857,2.541946957142857E7
2016-05-06T00:00:00.000Z,36,28756.0,0.0,2.57786725E7
2016-05-06T00:00:00.000Z,26,28624.0,0.125,2.5601430875E7
2016-05-03T00:00:00.000Z,33,28122.222222222223,365.1111111111111,1.7269525666666668E7
2016-05-03T00:00:00.000Z,20,28277.8125,468.4375,1.56191653125E7
2016-05-04T00:00:00.000Z,17,28289.0,1.0,2.2587106E7
2016-05-04T00:00:00.000Z,16,28224.666666666668,4.0,2.1805664222222224E7
2016-05-04T00:00:00.000Z,38,28110.0,19.0,2.3792066E7
2016-05-05T00:00:00.000Z,31,28212.0,0.0,2.6581288888888888E7
2016-05-05T00:00:00.000Z,8,28481.88888888889,0.0,2.2120202888888888E7
2016-05-06T00:00:00.000Z,32,28641.545454545456,0.0,2.6360047818181816E7
2016-05-04T00:00:00.000Z,11,28081.14285714286,4.714285714285714,2.4399442285714287E7
2016-05-06T00:00:00.000Z,21,28858.0,0.0,2.5522346E7
2016-05-04T00:00:00.000Z,19,28207.071428571428,0.35714285714285715,2.368855985714286E7
2016-05-05T00:00:00.000Z,26,28329.0,0.0,2.6737259875E7
2016-05-03T00:00:00.000Z,30,27928.454545454544,569.2727272727273,1.6833166727272727E7
2016-05-03T00:00:00.000Z,34,28019.85714285714,487.7142857142857,1.754826657142857E7
2016-05-05T00:00:00.000Z,29,28287.333333333332,0.0,2.6293039111111112E7
2016-05-06T00:00:00.000Z,20,28908.1875,0.125,2.5195076E7
2016-05-06T00:00:00.000Z,8,28830.555555555555,0.0,2.5765701333333332E7
2016-05-06T00:00:00.000Z,43,28549.923076923078,0.0,2.591601046153846E7
2016-05-04T00:00:00.000Z,34,28069.35714285714,44.142857142857146,2.265404942857143E7
2016-05-05T00:00:00.000Z,22,28340.545454545456,0.0,2.5677684181818184E7
2016-05-05T00:00:00.000Z,0,28474.0,0.0,2.49916E7
2016-05-04T00:00:00.000Z,41,28193.0,102.11111111111111,2.2244150444444444E7
2016-05-06T00:00:00.000Z,30,28583.272727272728,0.18181818181818182,2.6112447636363637E7
2016-05-03T00:00:00.000Z,26,28023.625,420.5625,1.6816359625E7
2016-05-05T00:00:00.000Z,43,28231.076923076922,0.0,2.6599719076923076E7
2016-05-06T00:00:00.000Z,14,28923.333333333332,0.0,2.52807E7
2016-05-04T00:00:00.000Z,14,28348.0,2.0,2.1949292666666668E7
2016-05-06T00:00:00.000Z,40,28550.833333333332,0.0,2.5896385111111112E7
