date,feature_index,temperature-mean,precipitation-flux,solar-radiation-flux
2020-12-30T00:00:00.000Z,13,27500.0,87.5,3892220.5
2020-12-31T00:00:00.000Z,20,27448.8125,415.3125,1560371.125
2020-12-31T00:00:00.000Z,31,27176.555555555555,117.0,3138567.5555555555
2020-12-30T00:00:00.000Z,25,27530.333333333332,29.0,4143653.6666666665
2020-12-30T00:00:00.000Z,2,27468.8,31.6,4717306.8
2020-12-31T00:00:00.000Z,18,27497.0,539.0,1438237.0
2020-12-31T00:00:00.000Z,42,27212.9,115.0,3675661.45
2020-12-30T00:00:00.000Z,19,27464.714285714286,75.14285714285714,3558608.3571428573
2020-12-30T00:00:00.000Z,38,27348.0,18.0,4939825.0
2020-12-31T00:00:00.000Z,16,27448.666666666668,238.77777777777777,2314634.222222222
2020-12-31T00:00:00.000Z,5,27417.0,161.45454545454547,2491844.1818181816
2020-12-30T00:00:00.000Z,24,27271.333333333332,69.22222222222223,4490375.777777778
2020-12-30T00:00:00.000Z,8,27466.11111111111,46.111111111111114,4039117.6666666665
2020-12-30T00:00:00.000Z,9,27416.176470588234,42.88235294117647,4416454.05882353
2020-12-30T00:00:00.000Z,22,27361.545454545456,65.27272727272727,4441230.0
2020-12-31T00:00:00.000Z,15,27503.64285714286,292.64285714285717,1813488.7142857143
2020-12-30T00:00:00.000Z,41,27369.333333333332,22.0,4939502.777777778
2020-12-30T00:00:00.000Z,33,27409.333333333332,51.0,3928355.3333333335
2020-12-30T00:00:00.000Z,28,27498.0,61.04347826086956,3875373.695652174
2020-12-30T00:00:00.000Z,17,27563.0,84.0,3325096.0
2020-12-31T00:00:00.000Z,32,27267.727272727272,113.63636363636364,2945474.727272727
2020-12-30T00:00:00.000Z,4,27521.125,70.5,4295207.75
2020-12-31T00:00:00.000Z,12,27346.526315789473,158.0,3337730.3684210526
2020-12-30T00:00:00.000Z,29,27252.222222222223,42.77777777777778,4733922.111111111
2020-12-31T00:00:00.000Z,9,27377.058823529413,204.05882352941177,2794867.411764706
2020-12-31T00:00:00.000Z,43,27184.53846153846,116.61538461538461,3256919.846153846
2020-12-30T00:00:00.000Z,39,27323.944444444445,33.166666666666664,4987714.5
2020-12-30T00:00:00.000Z,34,27265.0,69.42857142857143,4597121.642857143
2020-12-31T00:00:00.000Z,25,27505.666666666668,210.0,2702457.0
2020-12-31T00:00:00.000Z,22,27303.363636363636,155.0,2557642.6363636362
2020-12-31T00:00:00.000Z,2,27420.2,133.6,2663540.8
2020-12-31T00:00:00.000Z,8,27418.555555555555,280.1111111111111,2313067.6666666665
2020-12-31T00:00:00.000Z,38,27252.0,108.0,3834996.0
2020-12-30T00:00:00.000Z,32,27310.545454545456,28.09090909090909,4921149.2727272725
2020-12-30T00:00:00.000Z,10,27479.3125,33.0,3700420.5625
2020-12-31T00:00:00.000Z,29,27250.11111111111,161.11111111111111,2917802.5555555555
2020-12-31T00:00:00.000Z,21,27432.0,159.0,2096533.0
2020-12-30T00:00:00.000Z,18,27624.0,48.0,3357612.0
2020-12-30T00:00:00.000Z,0,27482.333333333332,54.666666666666664,4478039.0
2020-12-30T00:00:00.000Z,20,27555.0625,66.8125,3466906.6875
2020-12-30T00:00:00.000Z,31,27196.88888888889,28.0,5119739.111111111
2020-12-30T00:00:00.000Z,7,27517.58823529412,69.47058823529412,3972155.529411765
2020-12-31T00:00:00.000Z,13,27432.5,233.5,2313972.0
2020-12-30T00:00:00.000Z,21,27523.0,65.0,4153062.0
2020-12-31T00:00:00.000Z,23,27432.333333333332,158.66666666666666,2079121.8333333333
2020-12-31T00:00:00.000Z,24,27259.222222222223,174.11111111111111,2752783.222222222
2020-12-31T00:00:00.000Z,33,27363.88888888889,383.0,2241587.222222222
2020-12-31T00:00:00.000Z,34,27222.35714285714,277.35714285714283,2665671.214285714
2020-12-31T00:00:00.000Z,3,27369.125,149.125,3173134.25
2020-12-31T00:00:00.000Z,14,27518.666666666668,221.0,1987447.0
2020-12-31T00:00:00.000Z,27,27435.0,225.77777777777777,2698230.6666666665
2020-12-31T00:00:00.000Z,28,27471.565217391304,219.47826086956522,2514238.565217391
2020-12-30T00:00:00.000Z,14,27604.333333333332,70.0,3761047.3333333335
2020-12-30T00:00:00.000Z,36,27378.625,21.0,4773097.5
2020-12-31T00:00:00.000Z,11,27265.571428571428,118.28571428571429,3811173.8571428573
2020-12-31T00:00:00.000Z,39,27250.333333333332,143.11111111111111,3562038.722222222
2020-12-30T00:00:00.000Z,12,27396.736842105263,47.578947368421055,4654485.157894737
2020-12-30T00:00:00.000Z,42,27311.8,14.4,4937905.65
2020-12-31T00:00:00.000Z,40,27214.777777777777,114.33333333333333,3656364.722222222
